,ID,ID_2022,ID_2019,ID_2016,IntDate,Mode,STATE,PCODE_r,SAMPSRC,accesstype,PANEL_FLAG,PANEL,CITIZEN,AGE,A1,A2_1,A2_2,A2_3,A2_4,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A5,A6,A7_1,A7_2,A7_3,A7_4,A7_5,A7_6,A7_7,A7_8,A9,A10,A11,A12_Order,A12a_1,A12a_2,A12a_3,A12a_4,A12a_5,A12a_6,A12a_7,A12a_8,A12_b,A12_c,A13_Order,A13_1,A13_2,A13_3,A13_4,A13_5,B1_r,B1_other_r,B2,B3,B4,B5,B6,B6a,B6b_1,B6b_2,B6b_3,B6b_4,B7,B8_1,B8_2,B8_3,B8_4,B8_5,B9_1_r,B9_1_other_r,B9_2_r,B9_2_other_r,B10,B11_1,B11_2,B12,B13,B14,B15_1,B15_2,B15_3,B15_4,B15_5,B15_6,B15_7,B15_8,B15b,B16,B17,B18_1,B18_2,B18_3,B18_4,B19_1,B19_2,B20_1,B20_2,B21_1,B21_2,C1_1,C1_2,C1_3,C1_4,C2_Order,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C3_Order,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C5,C6,C7,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C9,C10,C11,C12b,C12c,C12d,C12e,C13_Order,C13_1,C13_2,C13_3,C13_4,C13_5,D1_Order,D1_1,D1_2,D1_3,D1_4,D1_6,D1_15,D1_10,D1_12,D1_13,D1_14,D2_Order,D2_1,D2_2,D2_3,D2_4,D2_6,D2_15,D2_10,D2_12,D2_13,D2_14,D3_1_Order,D3_1,D3_2_Order,D3_2,DVERB,D4_1,D4_2,D5_1,D5_2,D6_1,D6_2,D7_1,D7_2,D8_Order,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D9_1,D9_2,D10_Order,D10_2,D10_3,D10a,E1,E2_Order,E2_3,E2_4,E2_6,E2_7,E6_Order,E6_2,E6_3,E6_5,E6_6,E6_7,E6a_1,E6a_2,E6a_3,E6a_4,E8_1_Order,E8_1,E8_2_Order,E8_2,F1,F2,F3,F4,F5_Order,F5_1,F5_2,F5_3,F5_6,F5_7,F5a,F6_Order,F6_1,F6_2,F6_3,F6a_Order,F6a_1,F6a_2,F6a_3,F6a_4,F6b,F6c,F7,F8_Order,F8_1,F8_2,F8_4,F8_5,F9,F10_Order,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,G1,G2,G3,G3_EDU,G4,G4_other,G5_Work,G5_Code_1d,G5_A_r,G5_B_r,G5_C_r,G5_D,G5_E,G5_F,G6,H1,H2,H2_AGE_GRP1,H2_AGE_GRP2,H3_1_r,H3_2_r,H3_3_r,H4,H5_1,H5_2,H6_r,H7,H8,I1,I1_other,I2_Work,I2_Code_1d,I2_A_r,I2_B_r,I3,I4,I5,I6,I6_other,J1,J2,J3,J4,J5,J6,J7,J8_1,J8_2,J8_3,J8_4,J8_5,J8_6,J8_7,J8_8,J9,W0,W1,W6,EDU_YOUTH,Panel_New,doutcome,devicetype,devicedets,GCCSA,SA2_r,LGA_r,CED_ABS,CED_AEC,weight_final,weight
1304,31226287,27903151,,,6-May-25,2,4,9,1,8,1,1,1,68,1,1,1,1,1,1,1,1,2,1,1,1,3,4,0,0,1,1,1,1,1,0,2,1,4,"_1,_3,_6,_2,_4,_5,_97,_na",1,1,1,0,0,0,0,0,6,2,"_3,_1,_2,_97,_na",1,0,0,0,0,1,9,1,1,1,4,1,1,1,999,1,999,1,9,9,2,9,0,1,9,1,9,1,NA,NA,1,1,1,1,0,0,0,0,0,0,0,2,2,999,9,2,9,0,1,2,1,2,1,1,2,9,9,0,"i,c,d,h,g,f,b,e,a",3,3,3,3,3,4,3,3,3,"i,c,d,h,g,f,b,e,a",1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,4,2,2,1,1,2,1,"c,e,b,a,d",2,4,2,1,1,"l,j,c,m,f,d,b,n,p,a",1,1,1,2,2,2,2,1,2,1,"l,j,c,m,f,d,b,n,p,a",2,2,2,2,2,2,2,2,2,2,"_12,_10,_3,_13,_6,_4,_2,_14,_15,_1,_na",10,"_12,_3,_13,_6,_4,_2,_14,_15,_1,_na",14,"GDP has to encourage to build our country for our fellow Australians, for themselves & our future collectively. Reduce our nation's debt, both Fed. & States. So our future generations are not paying for it. We must give our individual incentive & families to prosper, to play their part to build a successful country! To have an strong economy to provide services for the less fortunate citizen in our community.",4,5,3,3,5,5,3,3,"f,b,e,a,c,d,g,h",4,4,3,2,4,4,2,4,2,1,"c,b",1,2,1,2,"d,c,f,g",2,3,2,3,"e,g,c,b,f",2,1,2,2,3,2,5,3,2,"_2,_1,_3,_4,_na",4,"_2,_1,_3,_4,_na",2,1,4,1,1,"c,g,b,a,f",3,3,1,3,1,1,"c,a,b",4,2,1,"a,b,c,d",2,4,2,1,1,1,5,"b,a,d,e",2,2,2,1,3,"f,d,c,e,a,b",1,2,2,1,2,2,17,999,7,2,2,,1,6,9,9,9,5,1,2,2,1,1957,4,6,0,0,0,2,1,1,999996,6,2,2,,1,2,9,9,2,1,2,1,,1,2,2,2,5,13,4,0,0,0,0,0,0,1,0,1,1,3,1,NA,2,1,0,12,7,9,9,403,404,4937.109072,0.554454686
1305,31226288,27906598,219810863,3737365,14-Jul-25,1,3,9,1,NA,1,1,1,51,1,4,4,1,1,1,1,3,2,4,4,4,5,2,0,0,1,1,1,0,1,0,1,1,2,"_1,_2,_3,_4,_5,_6,_97,_na",1,1,0,0,0,1,0,0,8,2,"_1,_2,_3,_97,_na",0,0,0,1,0,2,9,1,1,1,2,2,1,1,1,1,3,2,2,7,1,10,0,2,9,2,9,2,NA,NA,2,1,4,0,0,0,0,1,0,0,0,1,2,1,2,9,0,2,1,1,2,1,2,1,9,1,1,4,"a,b,c,d,e,f,g,h,i",2,2,2,1,2,2,1,2,2,"a,b,c,d,e,f,g,h,i",3,4,4,3,4,4,3,4,4,1,4,4,2,2,2,2,2,2,3,2,1,1,2,2,2,"a,b,c,d,e",4,5,4,4,1,"a,b,c,d,e,f,g,h,i,j",1,2,2,1,2,1,1,3,2,3,"a,b,c,d,e,f,g,h,i,j",1,1,1,1,1,1,1,1,1,1,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",10,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",4,,3,2,2,2,3,2,1,1,"a,b,c,d,e,f,g,h",2,2,3,2,4,4,3,5,2,97,"b,c",2,3,2,2,"c,d,f,g",3,3,4,4,"a,b,c,d,e",2,4,5,1,2,1,1,1,1,"_1,_2,_3,_4,_na",4,"_1,_2,_3,_4,_na",3,3,3,1,3,"a,b,c,f,g",3,3,2,3,2,1,"a,b,c",3,2,2,"a,b,c,d",2,4,2,4,2,5,1,"a,b,d,e",4,2,1,5,2,"a,b,c,d,e,f",1,2,2,1,2,2,17,4,2,1,1,,1,1,9,9,9,1,3,1,2,2,1974,3,4,0,0,0,2,2,7,951111,6,2,5,,1,2,9,9,2,1,2,2,,2,2,2,1,5,25,1,0,0,0,0,0,0,1,0,1,1,2,1,NA,2,1,NA,NA,5,9,9,313,352,3712.534155,0.416930622
1306,31226289,27901029,,,19-May-25,2,1,9,1,1,2,3,1,80,1,1,1,1,1,1,2,2,4,4,4,4,3,1,1,0,0,0,0,0,0,0,1,1,4,"_2,_4,_6,_1,_3,_5,_97,_na",0,1,0,0,0,0,0,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,2,9,1,1,1,1,1,999,1,1,1,2,1,6,8,3,9,1,2,9,2,9,1,NA,NA,2,1,2,1,0,0,0,0,0,0,0,1,3,1,2,8,3,1,2,1,2,1,2,1,10,0,3,2,"d,f,e,g,c,h,i,a,b",2,1,1,2,1,1,2,1,1,"d,f,e,g,c,h,i,a,b",3,4,4,3,4,4,3,4,4,2,3,3,2,2,2,2,2,2,4,1,1,1,1,1,1,"b,e,c,a,d",4,4,3,1,1,"b,j,a,f,c,m,p,l,n,d",2,1,1,1,1,1,1,2,2,1,"b,j,a,f,c,m,p,l,n,d",1,1,1,1,1,1,1,1,1,1,"_2,_10,_1,_6,_3,_13,_15,_12,_14,_4,_na",15,"_2,_10,_1,_6,_3,_13,_12,_14,_4,_na",6,"The Labour party achieved a lot of the promises made at the last election in the past three years. There foreign policies are helping to keep Australia safe. There commitment to reduce carbon and their care of the environment is being initiated. They seem to be working as  a team to look at other issues eg economy, health, education, housing, care of first nations citizens. I trust them!",2,2,2,2,2,2,1,1,"f,a,c,g,e,d,h,b",1,1,2,3,1,2,1,2,97,5,"c,b",1,1,5,5,"d,c,f,g",5,5,5,5,"c,g,e,b,f",3,5,5,5,1,1,1,1,1,"_2,_1,_3,_4,_na",2,"_2,_1,_3,_4,_na",3,3,1,3,3,"b,g,c,a,f",3,1,1,3,1,1,"a,b,c",3,2,1,"a,b,c,d",2,2,1,4,1,5,2,"b,a,d,e",5,1,1,5,1,"d,a,e,b,f,c",1,2,2,1,1,2,17,9,3,1,5,,1,1,9,9,9,999,3,1,2,2,1945,4,7,0,0,2,2,4,4,251500,1,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,3,2,2,3,4,5,1,0,0,0,1,0,0,0,0,1,1,999,2,NA,3,1,0,12,2,9,9,138,499,1624.880575,0.182479794
1307,31226290,27907323,219822417,,10-May-25,2,3,9,1,1,1,1,1,79,2,4,2,4,3,2,3,4,4,4,4,4,5,999,0,0,1,0,0,0,0,0,2,1,3,"_1,_3,_6,_5,_2,_4,_97,_na",0,0,0,0,0,0,1,0,1,998,"_3,_1,_2,_97,_na",0,0,0,1,0,2,9,2,1,1,2,4,4,1,2,1,2,2,5,7,4,7,3,2,9,2,9,3,NA,NA,2,1,2,0,1,0,0,0,0,0,0,1,2,2,3,8,3,5,2,2,1,1,2,1,9,2,5,5,"c,g,h,a,i,e,b,f,d",1,1,1,1,1,1,1,1,1,"c,g,h,a,i,e,b,f,d",2,3,2,3,3,2,2,3,3,1,4,4,1,1,2,1,1,1,2,1,2,3,3,1,1,"b,c,a,d,e",1,4,3,1,1,"b,a,n,d,l,f,c,j,m,p",3,3,2,1,2,1,1,2,1,3,"b,a,n,d,l,f,c,j,m,p",998,1,1,1,3,1,3,1,1,1,"_2,_1,_14,_4,_12,_6,_3,_10,_13,_15,_na",15,"_2,_1,_14,_4,_12,_6,_3,_10,_13,_na",13,A survey I carried out of our village residents demonstrated that 91.8% of them supported advancing the concept of euthanasia so that people in a non-responsive state can elect (prior to becoming non-responsive) to use VAD procedures.  The Liberal party are less likely to make advances and progress in the area of VAD regulation,3,4,2,2,4,4,2,2,"h,b,d,a,g,e,c,f",2,2,4,2,3,3,1,1,97,97,"c,b",2,3,4,4,"g,c,d,f",3,4,3,3,"c,e,b,f,g",4,2,2,1,1,2,4,3,2,"_4,_1,_2,_3,_na",2,"_4,_1,_2,_3,_na",1,3,1,1,2,"b,c,a,f,g",3,3,2,3,3,1,"c,a,b",2,4,3,"a,b,c,d",2,3,2,4,1,2,3,"e,a,b,d",2,2,4,2,2,"f,e,b,a,d,c",998,998,998,998,998,998,16,0,1,2,5,,1,2,9,9,9,2,3,1,2,1,1946,4,7,0,0,0,2,2,2,951111,6,2,5,,1,5,9,9,3,2,2,94,,1,2,2,2,1,9,2,0,0,0,1,0,0,0,0,1,1,2,1,NA,2,1,0,12,6,9,9,309,340,4603.958238,0.517040677
1308,31226291,27906795,219811157,4994341,7-May-25,2,2,9,1,8,1,1,1,54,1,2,1,1,3,1,2,4,3,4,4,4,4,1,0,0,1,0,0,0,1,0,1,1,4,"_4,_5,_6,_1,_3,_2,_97,_na",0,0,0,0,1,0,0,0,7,1,"_2,_1,_3,_97,_na",0,0,0,1,0,1,9,3,1,1,4,2,4,1,1,1,1,1,3,8,2,9,1,2,9,2,9,2,NA,NA,2,1,2,0,1,0,0,0,0,0,0,1,2,3,2,7,6,5,998,1,998,1,998,1,10,0,7,7,"b,a,c,d,g,h,e,i,f",1,1,1,1,1,1,1,1,1,"b,a,c,d,g,h,e,i,f",2,4,3,3,3,3,2,4,4,2,3,4,2,2,2,2,2,2,2,2,2,1,2,2,1,"d,a,e,b,c",4,4,4,2,1,"m,j,b,c,f,l,n,p,d,a",2,2,1,1,1,1,2,1,2,1,"m,j,b,c,f,l,n,p,d,a",1,1,1,1,1,1,1,1,1,1,"_13,_10,_2,_3,_6,_12,_14,_15,_4,_1,_na",6,"_13,_10,_2,_3,_12,_14,_15,_4,_1,_na",12,Labor had done a solid job in their first term and Liberals / Dutton performed extremely poorly - especially the way Dutton rolled Turnbull.,2,3,1,1,4,2,1,1,"c,b,d,h,e,g,a,f",2,2,2,3,2,3,2,3,97,97,"b,c",2,2,5,4,"f,c,d,g",3,4,4,3,"f,b,g,c,e",3,3,3,3,2,2,2,2,2,"_3,_1,_2,_4,_na",2,"_3,_1,_2,_4,_na",4,3,1,2,2,"f,a,g,b,c",3,3,2,3,3,1,"b,a,c",3,3,3,"a,b,c,d",3,3,2,4,1,5,3,"d,a,b,e",3,2,2,2,2,"e,c,b,a,f,d",1,1,2,1,1,2,17,4,3,1,2,,1,5,9,9,9,5,3,1,2,1,1971,3,4,0,0,0,2,3,3,951111,6,2,96,Unemployed - not looking for work,1,2,9,9,3,2,2,2,,1,2,2,2,1,13,2,0,0,0,0,0,0,1,0,1,1,3,1,NA,2,1,0,12,4,9,9,234,360,3401.986278,0.382055005
1309,31226293,27906380,219810527,2427163,3-Jul-25,1,2,9,1,NA,1,1,1,78,2,4,2,2,4,2,1,4,4,4,4,2,5,3,0,0,1,0,1,0,0,0,2,1,4,"_1,_2,_3,_4,_5,_6,_97,_na",0,0,0,0,0,0,1,0,1,998,"_1,_2,_3,_97,_na",0,0,0,1,0,3,9,2,1,2,2,4,2,1,1,1,2,2,7,6,2,8,0,3,9,3,9,2,NA,NA,2,1,1,1,0,0,0,0,0,0,0,2,3,1,6,3,9,0,1,1,1,1,2,1,5,9,8,1,"a,b,c,d,e,f,g,h,i",2,2,3,3,2,2,2,4,2,"a,b,c,d,e,f,g,h,i",2,2,2,2,2,2,2,3,1,2,4,3,2,2,2,2,1,1,3,2,2,2,2,3,2,"a,b,c,d,e",4,4,4,2,1,"a,b,c,d,e,f,g,h,i,j",3,1,2,2,1,3,1,2,1,2,"a,b,c,d,e,f,g,h,i,j",3,3,3,2,2,3,2,2,2,3,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",10,"_1,_2,_3,_4,_6,_10,_12,_13,_14,_15,_na",13,,4,4,2,2,4,4,2,2,"a,b,c,d,e,f,g,h",2,3,3,1,3,3,2,5,97,97,"b,c",1,3,1,3,"c,d,f,g",1,2,3,4,"a,b,c,d,e",4,2,2,3,3,2,4,3,3,"_1,_2,_3,_4,_na",1,"_1,_2,_3,_4,_na",4,2,4,1,1,"a,b,c,f,g",3,3,1,3,3,1,"a,b,c",4,5,2,"a,b,c,d",2,4,1,2,1,1,5,"a,b,d,e",2,3,3,2,3,"a,b,c,d,e,f",1,2,2,1,1,2,16,0,7,2,5,,1,9,9,9,9,2,2,1,2,1,1947,4,7,0,0,0,2,2,2,999996,3,2,5,,1,3,9,9,2,2,2,3,,1,2,2,3,3,9,1,0,0,0,1,0,0,0,0,1,1,2,2,NA,3,1,NA,NA,4,9,9,216,407,5139.939513,0.577233256
1310,31226294,27902521,,,6-May-25,2,3,9,1,6,2,3,1,76,1,2,1,3,3,1,2,4,4,4,4,4,5,2,0,0,0,0,1,0,0,0,1,1,4,"_6,_4,_2,_1,_3,_5,_97,_na",0,1,0,0,0,0,0,0,1,998,"_2,_3,_1,_97,_na",0,0,0,1,0,94,9,NA,1,4,3,1,2,1,1,1,1,2,7,7,3,8,0,11,9,1,9,2,1,NA,1,6,1,0,0,0,0,0,1,0,0,2,2,1,7,5,7,0,1,1,998,998,1,1,5,8,8,0,"e,h,c,d,g,b,i,f,a",2,2,2,2,2,2,2,2,2,"e,h,c,d,g,b,i,f,a",2,1,1,2,1,1,2,3,1,1,4,3,2,2,2,2,2,2,2,2,2,1,2,3,3,"b,d,a,e,c",5,4,5,3,1,"j,f,a,c,d,p,m,n,b,l",2,2,1,3,1,3,1,1,2,2,"j,f,a,c,d,p,m,n,b,l",3,2,3,1,1,1,2,2,2,3,"_10,_6,_1,_3,_4,_15,_13,_14,_2,_12,_na",10,"_6,_1,_3,_4,_15,_13,_14,_2,_12,_na",12,Policies ie cost of living and defence,4,4,2,2,4,4,2,3,"g,e,a,b,d,h,c,f",2,2,3,1,2,3,1,5,97,97,"b,c",3,3,1,3,"f,d,c,g",1,3,1,3,"c,f,b,g,e",2,2,2,4,5,2,5,5,2,"_3,_2,_1,_4,_na",3,"_3,_2,_1,_4,_na",1,3,1,1,1,"b,f,a,g,c",3,3,2,3,3,1,"b,c,a",5,5,2,"a,b,c,d",3,3,2,1,2,2,4,"d,b,a,e",1,3,3,2,4,"e,b,a,d,f,c",1,2,2,2,2,2,18,0,6,2,5,,1,3,9,9,9,4,3,1,2,1,1949,4,7,2,8,2,2,2,2,251500,1,2,5,,1,9,9,9,2,1,2,1,,1,2,2,2,4,11,1,0,0,0,0,0,0,1,0,1,1,2,1,NA,2,1,1,6,5,9,9,326,395,37206.8577,4.178460774
1311,31226295,27907627,219823882,,6-May-25,2,3,9,1,8,1,1,1,80,1,1,2,4,3,1,2,4,2,4,4,4,5,2,0,0,1,0,0,0,0,0,1,1,1,"_6,_4,_1,_3,_5,_2,_97,_na",0,1,0,0,0,0,0,0,1,998,"_3,_2,_1,_97,_na",0,0,0,1,0,2,9,2,1,1,2,2,2,1,2,1,1,1,2,10,4,10,3,2,9,2,9,2,NA,NA,2,1,2,1,0,0,0,0,0,0,0,1,4,1,0,9,0,7,1,1,2,1,2,1,9,0,0,5,"i,h,f,b,d,a,e,g,c",1,1,1,1,1,1,1,2,1,"i,h,f,b,d,a,e,g,c",2,4,3,3,3,2,3,4,2,2,4,3,2,2,2,2,2,2,2,2,2,1,2,3,1,"e,d,c,b,a",4,4,4,1,1,"n,m,a,d,f,l,c,j,b,p",2,3,1,1,1,1,1,1,2,2,"n,m,a,d,f,l,c,j,b,p",1,1,1,1,1,1,1,1,1,1,"_14,_13,_1,_4,_6,_12,_3,_10,_2,_15,_na",15,"_14,_13,_1,_4,_6,_12,_3,_10,_2,_na",4,In was totally opposed to having nuclear power plants,3,3,2,2,3,3,2,2,"b,e,c,g,f,h,a,d",2,1,2,3,2,3,3,2,97,97,"c,b",3,2,4,4,"d,f,c,g",4,4,4,3,"g,f,e,c,b",2,3,4,1,2,2,1,2,2,"_2,_3,_1,_4,_na",4,"_2,_3,_1,_4,_na",3,3,1,2,3,"g,f,c,b,a",3,2,2,3,3,2,"c,b,a",3,2,1,"a,b,c,d",3,4,2,4,2,4,3,"b,d,a,e",4,1,1,3,2,"f,c,a,b,d,e",1,2,2,1,2,2,21,5,5,2,5,,1,8,9,9,9,5,2,2,2,1,1945,4,7,0,2,0,2,1,1,951111,6,2,7,,1,1,9,9,1,2,2,2,,1,2,1,3,5,7,3,0,0,0,1,0,0,0,0,1,1,2,1,NA,2,1,0,12,6,9,9,323,393,4603.958238,0.517040677
1312,31226297,27907242,219822016,,12-May-25,2,2,9,1,8,1,1,1,52,2,2,2,3,2,2,3,3,3,4,4,4,5,3,0,1,0,0,0,0,0,0,3,4,4,"_5,_6,_2,_1,_3,_4,_97,_na",0,0,0,0,1,0,0,0,2,1,"_1,_2,_3,_97,_na",0,0,0,1,0,2,9,2,2,6,3,3,3,2,2,2,2,2,5,5,5,5,5,6,9,2,9,NA,NA,NA,2,1,2,0,0,0,0,1,0,0,0,2,3,2,5,5,5,7,2,2,998,1,998,2,5,7,5,5,"a,d,g,f,i,b,c,e,h",2,3,4,3,3,4,2,4,4,"a,d,g,f,i,b,c,e,h",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,4,4,2,1,2,1,"d,e,b,c,a",2,3,3,1,3,"d,f,n,p,j,a,l,m,b,c",1,2,2,1,1,2,2,1,2,1,"d,f,n,p,j,a,l,m,b,c",998,998,998,998,998,998,998,998,998,998,"_4,_6,_14,_15,_10,_1,_12,_13,_2,_3,_na",12,"_4,_6,_14,_15,_10,_1,_13,_2,_3,_na",1,Because I had to,5,3,2,2,3,3,2,2,"h,d,b,f,g,e,c,a",3,2,4,4,2,3,2,3,1,5,"c,b",2,3,1,1,"g,d,f,c",3,4,3,3,"f,g,c,e,b",3,1,4,1,2,2,3,3,2,"_4,_2,_3,_1,_na",3,"_4,_2,_3,_1,_na",2,3,3,1,2,"f,g,b,c,a",2,3,2,3,2,2,"a,b,c",2,4,3,"a,b,c,d",3,2,2,3,1,3,3,"e,b,d,a",2,2,2,3,2,"d,e,f,c,b,a",998,998,998,998,998,998,17,10,3,1,1,,1,2,9,9,9,2,3,1,1,2,1973,3,4,0,0,2,2,2,998,951111,6,1,NA,,NA,NA,9,9,NA,NA,NA,NA,,2,2,2,2,1,15,1,0,0,0,0,0,0,1,0,1,1,999,1,NA,2,1,1,6,3,9,9,226,377,28003.25209,3.144863545
1313,31226298,27906114,219810164,1440482,7-May-25,2,1,9,1,8,1,1,1,74,1,2,2,3,2,1,2,3,3,3,3,2,5,2,0,0,0,0,0,1,0,0,1,1,3,"_1,_3,_4,_6,_5,_2,_97,_na",1,1,0,0,1,1,0,0,8,2,"_2,_1,_3,_97,_na",0,1,0,0,0,2,9,2,1,1,4,4,2,1,2,1,2,2,3,9,4,10,4,2,9,2,9,1,NA,NA,2,1,2,0,0,1,0,1,1,0,0,1,3,2,0,8,0,7,2,2,2,1,2,998,8,0,0,7,"e,g,b,f,c,d,h,a,i",2,3,2,2,2,3,2,4,3,"e,g,b,f,c,d,h,a,i",3,4,3,4,3,3,4,4,4,1,3,3,2,2,1,2,2,1,3,1,1,1,1,1,1,"c,e,d,b,a",3,3,2,1,1,"l,m,b,c,d,p,j,a,n,f",3,1,1,1,2,1,1,2,2,2,"l,m,b,c,d,p,j,a,n,f",1,1,1,1,1,1,1,1,3,1,"_12,_13,_2,_3,_4,_15,_10,_1,_14,_6,_na",10,"_12,_13,_2,_3,_4,_15,_1,_14,_6,_na",4,"Energy policies and the on-flows affecting environment, the economy and our place in the world,  Financial management is rarely - as evidenced - better by LNP.  Dutton has no soul or compassion.",3,4,2,1,3,2,2,1,"d,b,f,a,h,e,c,g",1,1,999,2,2,1,3,3,97,97,"c,b",3,2,5,5,"g,f,d,c",5,4,5,4,"e,g,f,c,b",2,3,5,2,3,1,1,1,1,"_4,_3,_2,_1,_na",3,"_4,_3,_2,_1,_na",4,3,1,3,4,"c,g,f,b,a",3,2,3,3,3,3,"b,a,c",3,4,1,"a,b,c,d",4,2,1,5,2,5,2,"e,d,b,a",4,1,2,5,3,"b,f,e,c,d,a",1,2,2,2,1,998,18,4,5,2,5,,1,1,9,9,9,2,3,1,1,1,1951,4,6,0,0,0,2,2,2,251500,3,2,5,,1,1,9,9,2,2,2,2,,1,2,1,2,2,13,1,0,0,0,1,0,0,0,0,1,1,2,1,NA,2,1,0,12,2,9,9,124,436,4169.787236,0.468281749
1314,31226299,27907354,219822550,,6-May-25,2,2,9,1,8,1,1,1,62,1,4,1,1,1,1,1,4,4,4,4,4,5,1,0,0,1,0,1,0,0,0,1,1,3,"_6,_5,_2,_1,_3,_4,_97,_na",0,0,0,0,0,1,0,0,1,998,"_2,_1,_3,_97,_na",0,0,0,1,0,2,9,2,1,1,2,1,1,1,1,1,1,1,0,10,0,10,0,4,9,4,9,2,2,2,2,1,4,1,0,0,0,0,0,0,0,1,3,1,0,10,0,10,2,1,2,1,2,1,8,0,0,8,"b,e,a,c,h,d,f,i,g",2,2,2,2,2,2,2,2,2,"b,e,a,c,h,d,f,i,g",4,4,4,4,4,4,4,4,4,1,4,3,2,2,2,2,2,1,3,1,1,2,1,1,1,"e,a,c,d,b",5,5,5,1,1,"f,p,d,m,b,a,j,n,c,l",2,2,2,1,1,1,1,1,2,2,"f,p,d,m,b,a,j,n,c,l",1,1,1,1,1,1,1,1,1,1,"_6,_15,_4,_13,_2,_1,_10,_14,_3,_12,_na",10,"_6,_15,_4,_13,_2,_1,_14,_3,_12,_na",12,"I have never voted for the Liberal Party and was not about to start doing it now.  I most certainly do not like any of their policies and do not trust Peter Dutton. Growing up, my family were always Labor supporters.  I do also find myself aligning with the Greens.",3,4,2,3,3,2,1,1,"e,a,f,g,b,c,d,h",1,2,1,2,2,2,1,1,3,3,"b,c",3,2,5,3,"c,f,d,g",4,4,4,4,"g,b,e,f,c",1,2,4,1,1,1,1,1,1,"_1,_3,_2,_4,_na",3,"_1,_3,_2,_4,_na",2,3,1,4,4,"g,a,c,f,b",3,3,2,2,1,2,"b,a,c",3,3,3,"a,b,c,d",4,2,2,4,2,5,1,"a,d,b,e",4,2,2,4,2,"e,d,f,c,b,a",998,998,998,998,998,998,16,2,1,2,2,,1,6,9,9,9,5,2,2,2,2,1963,4,5,3,3,3,2,2,2,251500,6,2,1,,1,1,9,9,3,1,2,2,,1,1,1,2,5,19,3,0,0,0,0,0,0,1,0,1,1,2,1,NA,2,1,0,12,3,9,9,205,405,17338.41401,1.947164778
1315,31226300,27906027,219810033,1091741,6-May-25,2,1,9,1,8,1,1,1,71,1,1,1,2,1,1,3,4,4,4,4,4,1,1,0,0,0,0,1,0,0,0,1,1,3,"_1,_3,_6,_4,_2,_5,_97,_na",0,1,0,0,0,0,0,0,2,1,"_1,_2,_3,_97,_na",0,0,0,1,0,1,9,2,1,3,1,1,1,2,2,2,2,1,3,4,4,0,0,1,9,1,9,2,NA,NA,2,1,2,0,0,1,0,0,0,0,0,2,3,3,3,2,0,0,2,2,2,1,1,2,7,9,5,1,"d,b,f,a,e,c,h,g,i",2,1,2,2,2,3,3,2,3,"d,b,f,a,e,c,h,g,i",1,3,2,1,3,2,3,3,2,1,2,4,2,2,2,2,2,2,3,1,2,1,1,1,1,"a,b,e,c,d",2,4,4,2,2,"a,f,m,n,d,c,b,p,j,l",1,2,1,2,1,2,1,1,1,2,"a,f,m,n,d,c,b,p,j,l",1,1,1,3,2,1,2,3,3,2,"_1,_6,_13,_14,_4,_3,_2,_15,_10,_12,_na",6,"_1,_13,_14,_4,_3,_2,_15,_10,_12,_na",12,"I preferred Duttons as a leader but was not surprised albanese won as duttons  campaign was terrible. Gave us nothing, kept changing his mind.",4,4,2,2,4,4,1,1,"g,b,a,d,h,c,e,f",1,1,4,3,1,3,1,2,97,97,"b,c",2,1,2,3,"f,d,c,g",1,4,2,2,"b,c,g,e,f",5,1,1,2,2,3,4,4,3,"_3,_2,_1,_4,_na",2,"_3,_2,_1,_4,_na",3,3,3,2,2,"a,b,g,c,f",3,3,2,2,2,1,"a,b,c",2,4,2,"a,b,c,d",5,1,1,4,2,2,5,"d,b,a,e",4,2,2,1,2,"a,c,f,d,b,e",1,1,1,998,2,2,16,999,7,2,5,,999,NA,9,9,9,NA,NA,NA,NA,2,1954,4,6,0,0,0,2,998,998,251500,4,2,5,,1,5,9,9,2,1,2,999,,1,2,1,3,4,9,3,0,0,0,1,0,0,0,0,1,1,2,1,NA,2,1,1,6,2,9,9,111,452,5224.726234,0.586755103
